goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,league
0.0,0.15,0.0,2.37,60.49,2.57,63.1,0.19,66.67,1.21,0.1,90.31,4.94,61.82,90,0.97,1.31,0.05,1.07,0.0,0.0,0.0,0.78,0.19,0.0,0.0,0.0,0.0,5.28,0.15,62.73,0.44,0.1,100.0,2.62,42.52,0.73,5.81,0.29,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.1,0.0,Moussa Niakhaté,Olympique Lyonnais,758168,1649,France Ligue 1
0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.5,0.0,67.35,0.5,100.0,90,0.0,0.0,0.0,1.0,3.5,3.0,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,4.5,36.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Melvin Zinga,Angers,963201,1684,France Ligue 1
0.0,0.5,0.0,2.0,57.14,1.5,60.0,1.0,66.67,1.0,0.0,91.51,3.5,58.33,90,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,48.5,0.0,0.0,0.0,0.5,20.0,0.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,Jaydee Canvot,Toulouse,1471671,1681,France Ligue 1
0.0,0.3,0.0,6.18,62.88,0.75,41.67,0.89,52.17,2.53,0.22,84.07,6.93,59.62,90,2.76,1.42,1.04,1.19,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,11.4,0.45,48.35,1.71,1.27,26.98,3.28,61.97,2.24,0.89,0.6,0.07,0.97,0.07,0.3,0.0,0.0,0.0,0.08,0.0,0.22,0.0,Lamine Camara,AS Monaco,1389846,1653,France Ligue 1
0.06,0.26,0.0,1.87,50.0,2.44,63.33,0.06,33.33,1.42,0.0,92.86,4.31,56.78,90,0.39,1.35,0.19,1.03,0.0,0.0,0.0,1.03,0.06,0.0,0.0,0.0,0.0,6.95,0.06,77.84,0.19,0.0,0.0,1.8,36.84,1.35,4.82,0.26,0.0,0.64,0.06,0.26,10.0,0.0,0.0,0.04,0.06,0.0,0.0,Nayef Aguerd,Olympique de Marseille,877102,1641,France Ligue 1
0.26,0.09,0.0,4.13,47.72,3.91,57.42,0.92,43.75,0.97,0.09,70.47,8.04,51.99,90,2.33,1.67,1.54,1.05,0.0,0.0,0.0,1.23,0.04,0.0,0.0,0.0,0.0,5.05,0.26,14.36,0.83,0.35,17.02,0.83,82.61,0.31,1.32,0.48,0.57,2.33,0.88,0.35,11.32,0.18,0.4,0.48,0.0,0.0,0.0,Issa Soumaré,Le Havre,1001458,1662,France Ligue 1
0.05,0.3,0.0,5.38,60.67,0.55,44.0,0.75,57.69,3.04,0.0,84.62,5.93,58.62,90,1.64,1.34,0.8,1.1,0.0,0.0,0.0,1.05,0.15,0.0,0.0,0.0,0.0,10.21,0.15,40.29,1.44,1.2,28.57,2.94,60.82,1.25,1.1,0.95,0.05,1.0,0.25,0.25,5.0,0.0,0.05,0.08,0.0,0.1,0.05,Cristian Cásseres Jr.,Toulouse,878938,1681,France Ligue 1
0.33,0.23,0.0,4.22,43.48,0.42,33.33,1.88,48.19,0.94,0.14,78.63,4.64,42.31,90,1.41,0.8,2.2,1.13,0.0,0.0,0.0,0.61,0.28,0.0,0.0,0.0,0.0,12.98,0.52,31.73,2.44,1.88,28.99,1.59,54.84,0.38,0.33,0.61,0.47,2.58,0.98,0.52,12.73,0.0,0.23,0.45,0.0,0.09,0.05,Florian Thauvin,RC Lens,148824,1648,France Ligue 1
0.06,0.29,0.0,2.23,62.3,1.7,74.36,0.18,60.0,1.41,0.0,91.21,3.93,67.0,90,0.7,0.7,0.06,1.11,0.0,0.0,0.0,1.17,0.12,0.0,0.0,0.0,0.0,6.86,0.0,60.86,0.41,0.06,14.29,4.93,64.62,1.58,3.58,0.47,0.0,0.47,0.12,0.23,12.5,0.0,0.0,0.06,0.0,0.06,0.0,Aïssa Mandi,Lille,122810,1643,France Ligue 1
0.5,0.0,0.0,3.02,50.0,0.0,0.0,2.51,71.43,0.0,0.0,84.38,3.02,42.86,90,0.5,0.0,1.51,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,13.58,0.0,0.0,0.0,0.5,100.0,0.5,0.0,0.5,0.0,5.03,2.01,1.01,10.0,0.0,0.5,0.53,0.0,0.0,0.0,Georges Mikautadze,Olympique Lyonnais,1009372,1649,France Ligue 1
