goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,league
0.05,0.05,0.0,1.72,57.38,2.4,65.33,0.05,100.0,1.42,0.0,94.66,4.12,61.76,90,0.25,0.88,0.05,1.03,0.0,0.0,0.0,1.03,0.1,0.0,0.0,0.0,0.0,8.43,0.05,84.31,0.2,0.0,0.0,1.96,55.56,1.03,3.77,0.49,0.0,0.44,0.1,0.15,11.11,0.0,0.0,0.03,0.0,0.05,0.0,Pau Cubarsí,Barcelona,1402913,2817,Spain La Liga
0.46,0.09,0.0,3.37,49.01,1.32,30.53,1.05,53.49,0.86,0.14,76.65,4.69,41.87,90,1.5,0.73,1.37,1.05,0.0,0.0,0.0,1.27,0.09,0.0,0.0,0.0,0.0,7.1,0.46,17.47,1.5,0.09,14.29,0.5,52.38,0.09,0.86,0.55,0.5,2.82,1.23,0.64,16.13,0.0,0.5,0.49,0.0,0.0,0.0,Mikel Oyarzabal,Real Sociedad,823622,2824,Spain La Liga
0.12,0.24,0.0,2.94,47.57,0.78,56.52,0.18,37.5,2.04,0.12,92.69,3.72,49.21,90,0.72,0.9,0.78,1.44,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,17.45,0.12,72.97,1.2,0.42,31.82,4.38,70.87,0.9,1.26,1.26,0.0,0.48,0.18,0.18,25.0,0.0,0.0,0.02,0.0,0.0,0.0,Koke,Atlético Madrid,84539,2836,Spain La Liga
0.38,0.15,0.0,5.09,51.54,0.53,41.18,1.82,55.81,2.2,0.53,87.3,5.63,50.34,90,1.06,1.29,0.99,1.52,0.0,0.0,0.0,0.99,0.08,0.0,0.0,0.0,0.0,17.1,0.91,41.28,1.9,0.46,19.35,1.82,64.86,0.46,0.3,1.14,0.38,3.65,1.29,0.84,10.42,0.15,0.3,0.38,0.0,0.15,0.0,Fermín López,Barcelona,1153270,2817,Spain La Liga
0.26,0.09,0.0,2.74,41.03,0.47,28.21,0.73,50.0,1.24,0.17,86.33,3.22,38.46,90,0.81,0.99,1.11,1.11,0.0,0.0,0.0,1.07,0.26,0.0,0.0,0.0,0.0,15.95,0.26,45.49,2.44,1.11,27.08,3.09,67.29,1.11,0.77,1.16,0.09,1.5,0.64,0.6,17.14,0.04,0.39,0.14,0.0,0.0,0.09,Pablo Fornals,Real Betis,816763,2816,Spain La Liga
0.05,0.27,0.0,4.29,54.42,0.75,50.0,0.97,72.0,1.88,0.32,76.86,5.04,53.71,90,1.45,0.86,1.45,1.34,0.0,0.0,0.0,1.18,0.27,0.0,0.0,0.0,0.0,10.41,0.48,28.86,3.16,2.57,27.12,2.41,42.06,0.75,1.07,0.91,0.16,1.56,0.48,0.48,3.45,0.0,0.11,0.09,0.0,0.05,0.05,Edu Expósito,Espanyol,877262,2814,Spain La Liga
0.0,0.0,0.0,1.13,25.0,0.0,0.0,0.0,0.0,1.13,0.56,82.95,1.13,20.0,90,0.0,1.13,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63,1.13,41.06,3.94,2.25,33.33,0.56,33.33,1.13,1.13,1.13,0.0,1.13,0.56,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.56,Yéremy Pino,Villarreal,984624,2819,Spain La Liga
0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,73.68,6.0,66.67,90,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,42.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,Isco,Real Betis,103417,2816,Spain La Liga
0.0,0.0,0.0,0.66,100.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,0.66,100.0,90,0.66,0.0,0.0,1.32,2.65,1.99,0.0,3.97,0.0,0.0,0.0,0.66,0.0,1.32,0.0,16.54,0.0,0.0,0.0,5.29,36.36,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Vladyslav Krapyvtsov,Girona FC,1521733,24264,Spain La Liga
0.0,0.13,0.0,0.25,66.67,0.25,100.0,0.0,0.0,0.0,0.0,75.11,0.5,80.0,90,0.25,0.0,0.0,1.0,3.25,1.88,1.25,0.75,0.38,0.25,0.75,0.38,0.75,0.38,0.0,20.75,0.0,0.0,0.0,5.38,43.88,0.0,0.88,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Pau López,Real Betis,548848,2816,Spain La Liga
0.17,0.17,0.0,5.18,46.94,0.62,35.48,2.36,50.6,1.46,0.22,81.77,5.79,45.37,90,1.35,0.9,1.74,1.41,0.0,0.0,0.0,1.18,0.17,0.0,0.0,0.0,0.0,12.88,0.51,26.49,2.03,0.9,28.57,0.56,47.62,0.62,1.07,0.9,0.34,2.31,0.79,0.79,7.32,0.11,0.56,0.32,0.0,0.0,0.06,Nicolas Pépé,Villarreal,593526,2819,Spain La Liga
0.07,0.0,0.0,3.33,54.88,4.21,74.03,0.37,55.56,2.51,0.0,82.16,7.54,64.15,90,0.67,1.63,0.37,1.11,0.0,0.0,0.0,1.55,0.22,0.0,0.0,0.0,0.0,6.65,0.0,54.46,0.37,0.07,14.29,3.03,31.78,2.07,7.54,0.44,0.0,0.74,0.37,0.22,10.0,0.0,0.0,0.06,0.0,0.07,0.0,Kike Salas,Sevilla,1097719,2833,Spain La Liga
